"","Alpha_2","Name","Station","ICAO","IATA","SYNOP","LAT","LONG","ELEV"
"6187",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6188",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6189",NA,"Netherlands Antilles","INDIANA            2","2-OCT-","13",NA,NA,NA,NA
"6190",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6191",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6192",NA,"Netherlands Antilles","KANSAS             2","8-FEB-","12",NA,NA,NA,NA
"6193",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6194",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6195",NA,"Netherlands Antilles","KENTUCKY           0","3-DEC-","13",NA,NA,NA,NA
"6196",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6197",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6198",NA,"Netherlands Antilles","LOUISIANA          1","1-MAR-","14",NA,NA,NA,NA
"6199",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6200",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6201",NA,"Netherlands Antilles","MASSACHUSETTS      0","4-SEP-","06",NA,NA,NA,NA
"6202",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6203",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6204",NA,"Netherlands Antilles","MARYLAND           1","3-FEB-","12",NA,NA,NA,NA
"6205",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6206",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6207",NA,"Netherlands Antilles","MAINE              2","2-MAR-","12",NA,NA,NA,NA
"6208",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6209",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6210",NA,"Netherlands Antilles","MICHIGAN           3","0-APR-","13",NA,NA,NA,NA
"6211",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6212",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6213",NA,"Netherlands Antilles","MINNESOTA          3","0-APR-","13",NA,NA,NA,NA
"6214",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6215",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6216",NA,"Netherlands Antilles","MISSOURI           3","0-APR-","13",NA,NA,NA,NA
"6217",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6218",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6219",NA,"Netherlands Antilles","MISSISSIPPI        0","3-DEC-","13",NA,NA,NA,NA
"6220",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6221",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6222",NA,"Netherlands Antilles","MONTANA            2","3-AUG-","13",NA,NA,NA,NA
"6223",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6224",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6225",NA,"Netherlands Antilles","NORTH CAROLINA     2","2-OCT-","13",NA,NA,NA,NA
"6226",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6227",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6228",NA,"Netherlands Antilles","NORTH DAKOTA       0","3-DEC-","13",NA,NA,NA,NA
"6229",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6230",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6231",NA,"Netherlands Antilles","NEBRASKA           1","8-MAY-","11",NA,NA,NA,NA
"6232",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6233",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6234",NA,"Netherlands Antilles","NEW HAMPSHIRE      2","6-APR-","06",NA,NA,NA,NA
"6235",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6236",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6237",NA,"Netherlands Antilles","NEW JERSEY         1","3-FEB-","12",NA,NA,NA,NA
"6238",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6239",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6240",NA,"Netherlands Antilles","NEW MEXICO         2","8-FEB-","12",NA,NA,NA,NA
"6241",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6242",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6243",NA,"Netherlands Antilles","NEVADA             1","0-FEB-","12",NA,NA,NA,NA
"6244",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6245",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6246",NA,"Netherlands Antilles","NEW YORK           0","3-DEC-","13",NA,NA,NA,NA
"6247",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6248",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6249",NA,"Netherlands Antilles","OHIO               0","3-DEC-","13",NA,NA,NA,NA
"6250",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6251",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6252",NA,"Netherlands Antilles","OKLAHOMA           0","4-OCT-","13",NA,NA,NA,NA
"6253",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6254",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6255",NA,"Netherlands Antilles","OREGON             0","1-JUN-","09",NA,NA,NA,NA
"6256",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6257",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6258",NA,"Netherlands Antilles","PENNSYLVANIA       2","8-FEB-","12",NA,NA,NA,NA
"6259",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6260",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6261",NA,"Netherlands Antilles","RHODE ISLAND       1","6-DEC-","98",NA,NA,NA,NA
"6262",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6263",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6264",NA,"Netherlands Antilles","SOUTH CAROLINA     3","0-APR-","13",NA,NA,NA,NA
"6265",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6266",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6267",NA,"Netherlands Antilles","SOUTH DAKOTA       2","8-FEB-","12",NA,NA,NA,NA
"6268",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6269",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6270",NA,"Netherlands Antilles","TENNESSEE          0","3-DEC-","13",NA,NA,NA,NA
"6271",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6272",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6273",NA,"Netherlands Antilles","TEXAS              0","3-MAR-","14",NA,NA,NA,NA
"6274",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6275",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6276",NA,"Netherlands Antilles","UTAH               1","6-DEC-","13",NA,NA,NA,NA
"6277",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6278",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6279",NA,"Netherlands Antilles","VIRGINIA           0","1-SEP-","10",NA,NA,NA,NA
"6280",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6281",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6282",NA,"Netherlands Antilles","VERMONT            3","0-APR-","13",NA,NA,NA,NA
"6283",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6284",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6285",NA,"Netherlands Antilles","WASHINGTON         3","0-APR-","13",NA,NA,NA,NA
"6286",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6287",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6288",NA,"Netherlands Antilles","WISCONSIN          0","3-DEC-","13",NA,NA,NA,NA
"6289",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6290",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6291",NA,"Netherlands Antilles","WEST VIRGINIA      2","6-APR-","06",NA,NA,NA,NA
"6292",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6293",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6294",NA,"Netherlands Antilles","WYOMING            0","3-DEC-","13",NA,NA,NA,NA
"6295",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6296",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6297",NA,"Netherlands Antilles","WASHINGTON D.C.    2","5-SEP-","00",NA,NA,NA,NA
"6298",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6299",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6300",NA,"Netherlands Antilles","ALBERTA            1","0-DEC-","13",NA,NA,NA,NA
"6301",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6302",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6303",NA,"Netherlands Antilles","BRITISH COLUMBIA   0","3-DEC-","13",NA,NA,NA,NA
"6304",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6305",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6306",NA,"Netherlands Antilles","MANITOBA           1","0-DEC-","13",NA,NA,NA,NA
"6307",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6308",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6309",NA,"Netherlands Antilles","NEW BRUNSWICK      2","6-APR-","06",NA,NA,NA,NA
"6310",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6311",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6312",NA,"Netherlands Antilles","NEWFOUNDLAND       3","0-APR-","13",NA,NA,NA,NA
"6313",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6314",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6315",NA,"Netherlands Antilles","NOVA SCOTIA        3","0-APR-","13",NA,NA,NA,NA
"6316",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6317",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6318",NA,"Netherlands Antilles","N.W. TERRITORIES   0","3-DEC-","13",NA,NA,NA,NA
"6319",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6320",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6321",NA,"Netherlands Antilles","NUNAVUT            3","0-APR-","13",NA,NA,NA,NA
"6322",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6323",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6324",NA,"Netherlands Antilles","ONTARIO            3","0-APR-","13",NA,NA,NA,NA
"6325",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6326",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6327",NA,"Netherlands Antilles","PRINCE EDWARD ISLAND","   09-","NOV-04",NA,NA,NA,NA
"6328",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6329",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6330",NA,"Netherlands Antilles","QUEBEC             1","0-DEC-","13",NA,NA,NA,NA
"6331",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6332",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6333",NA,"Netherlands Antilles","SASKATCHEWAN       3","0-APR-","13",NA,NA,NA,NA
"6334",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6335",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6336",NA,"Netherlands Antilles","YUKON TERRITORY    3","0-APR-","13",NA,NA,NA,NA
"6337",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6338",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6339",NA,"Netherlands Antilles","MEXICO             0","4-OCT-","13",NA,NA,NA,NA
"6340",NA,"Netherlands Antilles","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"6341",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6342",NA,"Netherlands Antilles","GUAM               2","3-DEC-","01",NA,NA,NA,NA
"6343",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6344",NA,"Netherlands Antilles","JOHNSTON/WAKE/XMAS 3","0-APR-","13",NA,NA,NA,NA
"6345",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6346",NA,"Netherlands Antilles","MARSHALL ISLANDS   3","0-APR-","13",NA,NA,NA,NA
"6347",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6348",NA,"Netherlands Antilles","MICRONESIA         1","2-JUL-","02",NA,NA,NA,NA
"6349",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6350",NA,"Netherlands Antilles","PUERTO RICO        1","4-APR-","11",NA,NA,NA,NA
"6351",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6352",NA,"Netherlands Antilles","BAHAMAS            0","2-APR-","08",NA,NA,NA,NA
"6353",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6354",NA,"Netherlands Antilles","CUBA               3","0-APR-","13",NA,NA,NA,NA
"6355",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6356",NA,"Netherlands Antilles","JAMAICA            2","9-SEP-","04",NA,NA,NA,NA
"6357",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6358",NA,"Netherlands Antilles","GRAND CAYMAN IS    2","3-DEC-","01",NA,NA,NA,NA
"6359",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6360",NA,"Netherlands Antilles","HAITI              2","3-DEC-","01",NA,NA,NA,NA
"6361",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6362",NA,"Netherlands Antilles","DOMINICAN REPUBLIC 3","0-APR-","13",NA,NA,NA,NA
"6363",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6364",NA,"Netherlands Antilles","DOMINICA ISLAND    1","0-JUN-","05",NA,NA,NA,NA
"6365",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6366",NA,"Netherlands Antilles","VIRGIN ISLANDS     2","3-DEC-","01",NA,NA,NA,NA
"6367",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6368",NA,"Netherlands Antilles","LESSER ANTILLES    3","0-APR-","13",NA,NA,NA,NA
"6369",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6370",NA,"Netherlands Antilles","BARBADOS           2","3-DEC-","01",NA,NA,NA,NA
"6371",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6372",NA,"Netherlands Antilles","GRENADA            2","9-SEP-","04",NA,NA,NA,NA
"6373",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6374",NA,"Netherlands Antilles","MONTSERRAT         0","5-JUL-","11",NA,NA,NA,NA
"6375",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6376",NA,"Netherlands Antilles","TRINIDAD TOBAGO    2","3-DEC-","01",NA,NA,NA,NA
"6377",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6378",NA,"Netherlands Antilles","BERMUDA            2","3-DEC-","01",NA,NA,NA,NA
"6379",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6380",NA,"Netherlands Antilles","BELIZE             2","3-DEC-","01",NA,NA,NA,NA
"6381",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6382",NA,"Netherlands Antilles","GUATEMALA          3","0-APR-","13",NA,NA,NA,NA
"6383",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6384",NA,"Netherlands Antilles","HONDURAS           3","0-APR-","13",NA,NA,NA,NA
"6385",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6386",NA,"Netherlands Antilles","EL SALVADOR        1","9-AUG-","13",NA,NA,NA,NA
"6387",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6388",NA,"Netherlands Antilles","NICARAGUA          3","0-APR-","13",NA,NA,NA,NA
"6389",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6390",NA,"Netherlands Antilles","COSTA RICA         2","3-DEC-","01",NA,NA,NA,NA
"6391",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6392",NA,"Netherlands Antilles","PANAMA             3","0-APR-","13",NA,NA,NA,NA
"6393",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6394",NA,"Netherlands Antilles","COLOMBIA           3","0-APR-","13",NA,NA,NA,NA
"6395",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6396",NA,"Netherlands Antilles","VENEZUELA          3","0-APR-","13",NA,NA,NA,NA
"6397",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6398",NA,"Netherlands Antilles","GUYANA             2","8-NOV-","08",NA,NA,NA,NA
"6399",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6400",NA,"Netherlands Antilles","ECUADOR            3","0-APR-","13",NA,NA,NA,NA
"6401",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6402",NA,"Netherlands Antilles","PERU               3","0-APR-","13",NA,NA,NA,NA
"6403",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6404",NA,"Netherlands Antilles","BOLIVIA            3","0-APR-","13",NA,NA,NA,NA
"6405",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6406",NA,"Netherlands Antilles","BRAZIL             3","0-APR-","13",NA,NA,NA,NA
"6407",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6408",NA,"Netherlands Antilles","PARAGUAY           3","0-APR-","13",NA,NA,NA,NA
"6409",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6410",NA,"Netherlands Antilles","URUGUAY            3","0-APR-","13",NA,NA,NA,NA
"6411",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6412",NA,"Netherlands Antilles","CHILE              3","0-APR-","13",NA,NA,NA,NA
"6413",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6414",NA,"Netherlands Antilles","ARGENTINA          3","0-APR-","13",NA,NA,NA,NA
"6415",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6416",NA,"Netherlands Antilles","FALKLAND ISLANDS   0","4-MAR-","02",NA,NA,NA,NA
"6417",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6418",NA,"Netherlands Antilles","SURINAME           0","9-NOV-","04",NA,NA,NA,NA
"6419",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6420",NA,"Netherlands Antilles","GREENLAND          3","0-APR-","13",NA,NA,NA,NA
"6421",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6422",NA,"Netherlands Antilles","ICELAND            3","0-APR-","13",NA,NA,NA,NA
"6423",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6424",NA,"Netherlands Antilles","BELGIUM            0","3-DEC-","13",NA,NA,NA,NA
"6425",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6426",NA,"Netherlands Antilles","GERMANY            0","3-DEC-","13",NA,NA,NA,NA
"6427",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6428",NA,"Netherlands Antilles","ESTONIA            2","3-FEB-","10",NA,NA,NA,NA
"6429",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6430",NA,"Netherlands Antilles","FINLAND            3","0-APR-","13",NA,NA,NA,NA
"6431",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6432",NA,"Netherlands Antilles","UNITED KINGDOM     3","0-APR-","13",NA,NA,NA,NA
"6433",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6434",NA,"Netherlands Antilles","NETHERLANDS        3","0-APR-","13",NA,NA,NA,NA
"6435",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6436",NA,"Netherlands Antilles","IRELAND            1","9-AUG-","13",NA,NA,NA,NA
"6437",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6438",NA,"Netherlands Antilles","DENMARK            3","0-APR-","13",NA,NA,NA,NA
"6439",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6440",NA,"Netherlands Antilles","LUXEMBOURG         2","7-DEC-","01",NA,NA,NA,NA
"6441",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6442",NA,"Netherlands Antilles","NORWAY             3","0-APR-","13",NA,NA,NA,NA
"6443",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6444",NA,"Netherlands Antilles","POLAND             3","0-APR-","13",NA,NA,NA,NA
"6445",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6446",NA,"Netherlands Antilles","SWEDEN             3","0-APR-","13",NA,NA,NA,NA
"6447",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6448",NA,"Netherlands Antilles","LITHUANIA          3","0-APR-","13",NA,NA,NA,NA
"6449",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6450",NA,"Netherlands Antilles","ALBANIA            3","0-APR-","13",NA,NA,NA,NA
"6451",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6452",NA,"Netherlands Antilles","BULGARIA           3","0-APR-","13",NA,NA,NA,NA
"6453",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6454",NA,"Netherlands Antilles","CYPRUS             1","2-FEB-","04",NA,NA,NA,NA
"6455",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6456",NA,"Netherlands Antilles","CROATIA            0","5-JUL-","11",NA,NA,NA,NA
"6457",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6458",NA,"Netherlands Antilles","SPAIN              0","9-DEC-","13",NA,NA,NA,NA
"6459",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6460",NA,"Netherlands Antilles","FRANCE             2","2-OCT-","13",NA,NA,NA,NA
"6461",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6462",NA,"Netherlands Antilles","GREECE             3","0-APR-","13",NA,NA,NA,NA
"6463",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6464",NA,"Netherlands Antilles","HUNGARY            0","5-JUL-","11",NA,NA,NA,NA
"6465",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6466",NA,"Netherlands Antilles","ITALY              1","9-AUG-","13",NA,NA,NA,NA
"6467",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6468",NA,"Netherlands Antilles","SLOVENIA           0","9-SEP-","10",NA,NA,NA,NA
"6469",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6470",NA,"Netherlands Antilles","CZECH REPUBLIC     0","4-OCT-","13",NA,NA,NA,NA
"6471",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6472",NA,"Netherlands Antilles","SLOVAKIA           1","4-AUG-","12",NA,NA,NA,NA
"6473",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
"6474",NA,"Netherlands Antilles","ISRAEL             0","5-JUL-","11",NA,NA,NA,NA
"6475",NA,"Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA
