"trait","refs","T0.mean","Tm.mean","c.mean","T0.lower","Tm.lower","c.lower","T0.upper","Tm.upper","c.upper"
"a","Callado (2002)",14.674031436866,40.9970451670707,0.000270823706940304,10.6708760329098,37.5629295839905,0.000159403225660914,18.3376411965177,44.9852733416272,0.000409013476177567
"EFD","Joshi_1996",14.0625854847893,32.0252808413941,0.0207848874153991,11.3249023050777,30.9452874265958,0.0135506144109774,16.6038637096035,33.3486316828985,0.0289096261980438
"e2a","Jalil 1972",7.68025413986704,38.3106275804042,-0.00335797747601015,6.47963919159842,36.9902843670007,-0.00402422300995389,8.90063280360914,39.5661187281362,-0.00272014556261331
"MDR","Jalil 1972, Joshi_1996",15.1211446822315,37.6651518453126,0.000149031269880689,9.5556245385894,36.5368460408701,8.59446570787643e-05,19.9273710054948,38.4523663119567,0.000217478621915396
"lf","Joshi_1996",16.631798509745,31.8503671236921,-1.24375883322957,15.9310435908721,31.16080658838,-1.50380057771652,17.2464539274115,32.6449857336423,-0.975783027073034
"b","Lambrects_et_al_2011_PNAS",12.0527130888069,32.7943921634663,0.000986423368480481,8.18186503395602,32.0183838121154,0.000597094769463317,15.0909316150856,34.3208918655025,0.00133966499667737
"c","Lambrects_et_al_2011_PNAS",1.5120056581899,34.7447826742771,0.000523331312761424,0.000167545831505878,32.8657762544006,0.000410281132034751,4.11121252876871,37.1842170817276,0.000631819296592192
"PDR","Reisen_etal_2006_JMedEntom",11.4978015168191,38.9718067675132,0.000104370690896441,3.42758193222131,33.0819400639204,3.7913853736583e-05,18.5502040853811,44.9993287280615,0.000192919861289231
